Name,Manufacturer,Availability,Quantity,Price,Images_link
"L'oreal Paris Casting Crme Gloss Small Pack Hair Color, 316 Burgundy - 45g",L'Oreal,TRUE,20,169,"[""https://d1ljlatelrv1en.cloudfront.net/L'Oreal/resized/small/l37351-front.png""]"
"L'oreal Paris Casting Crme Gloss Small Pack Hair Color, 400 Dark Brown - 45g",L'Oreal,TRUE,20,169,['https://cdn01.pharmeasy.in/dam/products_otc/S09326/loreal-paris-casting-crme-gloss-small-pack-hair-color-400-dark-brown-45g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
L'oreal Paris Color Protect Shampoo - 640ml,L'Oreal,TRUE,20,450,['https://cdn01.pharmeasy.in/dam/products_otc/C84613/loreal-paris-color-protect-shampoo-640ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"L'oreal Paris Excellence Creme Hair Color, 1 Black - 72ml+100g",L'Oreal,TRUE,20,590,['https://cdn01.pharmeasy.in/dam/products_otc/B75603/loreal-paris-excellence-creme-hair-color-1-black-72ml100g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"L'oreal Paris Excellence Creme Hair Color, 3 Dark Brown/natural Darkest Brown - 72ml+100g",L'Oreal,TRUE,20,590,['https://cdn01.pharmeasy.in/dam/products_otc/W58252/loreal-paris-excellence-creme-hair-color-3-dark-brown-natural-darkest-brown-72ml100g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"L'oreal Paris Excellence Creme Hair Color, 3.16 Burgundy - 72ml+100g",L'Oreal,TRUE,20,590,['https://cdn01.pharmeasy.in/dam/products_otc/F52985/loreal-paris-excellence-creme-hair-color-316-burgundy-72ml100g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"L'oreal Paris Excellence Creme Hair Color, 4 Natural Brown/natural Dark Brown - 72ml+100g",L'Oreal,TRUE,20,590,['https://cdn01.pharmeasy.in/dam/products_otc/Z88823/loreal-paris-excellence-creme-hair-color-4-natural-brown-natural-dark-brown-72ml100g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
L'oreal Paris Extraordinary Clay Conditioner - 175ml,L'Oreal,TRUE,20,185,['https://cdn01.pharmeasy.in/dam/products_otc/D34240/loreal-paris-extraordinary-clay-conditioner-175ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
L'oreal Paris Extraordinary Clay Shampoo - 175ml,L'Oreal,TRUE,20,150,['https://cdn01.pharmeasy.in/dam/products_otc/E98080/loreal-paris-extraordinary-clay-shampoo-175ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
L'oreal Paris Extraordinary Clay Shampoo - 640ml,L'Oreal,TRUE,20,450,['https://cdn01.pharmeasy.in/dam/products_otc/J42556/loreal-paris-extraordinary-clay-shampoo-640ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
L'oreal Paris Total Repair 5 Conditioner - 175ml,L'Oreal,TRUE,20,185,['https://cdn01.pharmeasy.in/dam/products_otc/S28426/loreal-paris-total-repair-5-conditioner-175ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
L'oreal Paris Total Repair 5 Shampoo - 175ml,L'Oreal,TRUE,20,99,['https://cdn01.pharmeasy.in/dam/products_otc/M89990/loreal-paris-total-repair-5-shampoo-175ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
L'oreal Paris Total Repair 5 Shampoo - 640ml,L'Oreal,TRUE,20,450,['https://cdn01.pharmeasy.in/dam/products_otc/X86058/loreal-paris-total-repair-5-shampoo-640ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
La Matisse Conditioner 100gm,LA MATISSE,TRUE,20,625,['https://cdn01.pharmeasy.in/dam/products_otc/I11258/la-matisse-conditioner-100gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
La Shield Fisico Spf 50+ & Pa+++ Transparent Sunscreen Gel - 50gm,La Shield,TRUE,20,550,['https://cdn01.pharmeasy.in/dam/products_otc/O15703/la-shield-fisico-spf-50-pa-transparent-sunscreen-gel-50gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
La Shield Fisico Sunscreen Gel Spf50,La Shield,TRUE,20,544,['https://cdn01.pharmeasy.in/dam/products_otc/I10740/la-shield-fisico-sunscreen-gel-spf50-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
La Shield Ir Spf 30 Sunscreen Gel - 60gm,La Shield,TRUE,20,890,['https://cdn01.pharmeasy.in/dam/products_otc/329895/la-shield-ir-spf-30-sunscreen-gel-60gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
La Shield Lite Anti Sunscreen Gel - 30gm,La Shield,TRUE,20,980,['https://cdn01.pharmeasy.in/dam/products_otc/265174/la-shield-lite-anti-sunscreen-gel-30gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
La Shield Spf 40 Sunscreen Gel 60gm,La Shield,TRUE,20,790,['https://cdn01.pharmeasy.in/dam/products_otc/239792/la-shield-spf-40-sunscreen-gel-60gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Lacto Calamine Oily Skin 120ml,LACTO CALAMINE,TRUE,20,198,['https://cdn01.pharmeasy.in/dam/products_otc/101355/lacto-calamine-oily-skin-120ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Maxrich Intensive Moist Lotion 250ml,Maxrich,TRUE,20,595,['https://cdn01.pharmeasy.in/dam/products_otc/I15049/maxrich-intensive-moist-lotion-250ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Maybelline New York Baby Lips Lip Balm, Pink Lolita - 4 Gm",Maybelline,TRUE,20,175,['https://cdn01.pharmeasy.in/dam/products_otc/S00871/maybelline-new-york-baby-lips-lip-balm-pink-lolita-4-gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mediker Anti Lice Treatment Hair Oil, 50 Ml",Mediker,TRUE,20,34,['https://cdn01.pharmeasy.in/dam/products_otc/111755/mediker-anti-lice-treatment-hair-oil-50-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mediker Anti Lice Treatment Shampoo - 50 Ml,Mediker,TRUE,20,50,['https://cdn01.pharmeasy.in/dam/products_otc/111765/mediker-anti-lice-treatment-shampoo-50-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mirah Belle - Hand Sanitizer (pack Of 4) - 100ml,Mirah Belle,TRUE,20,200,['https://cdn01.pharmeasy.in/dam/products_otc/J68933/mirah-belle-hand-sanitizer-pack-of-4-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mirah Belle - Hand Sanitizer - 500ml,Mirah Belle,TRUE,20,250,['https://cdn01.pharmeasy.in/dam/products_otc/S90334/mirah-belle-hand-sanitizer-500ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mirah Belle Green Apple Hand Wash - 250ml,Mirah Belle,TRUE,20,295,['https://cdn01.pharmeasy.in/dam/products_otc/L08509/mirah-belle-green-apple-hand-wash-250ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mirah Belle Lily Of The Valley Hand Wash (floral) - 250ml,Mirah Belle,TRUE,20,295,['https://cdn01.pharmeasy.in/dam/products_otc/Z57148/mirah-belle-lily-of-the-valley-hand-wash-floral-250ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mirah Belle Rose Hand Wash (antiseptic) - 250ml,Mirah Belle,TRUE,20,295,['https://cdn01.pharmeasy.in/dam/products_otc/L05444/mirah-belle-rose-hand-wash-antiseptic-250ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mirah Belle Sweet Orange Hand Wash (citrus) - 250ml,Mirah Belle,TRUE,20,295,['https://cdn01.pharmeasy.in/dam/products_otc/H60615/mirah-belle-sweet-orange-hand-wash-citrus-250ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Moov Oint 30gm,Moov,TRUE,20,109,['https://cdn01.pharmeasy.in/dam/products_otc/I37765/moov-oint-30gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Moov Pain Relief Cream, Regular - 10 G",Moov,TRUE,20,40,['https://cdn01.pharmeasy.in/dam/products_otc/I11325/moov-pain-relief-cream-regular-10-g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Moov Spray 50gm,Moov,TRUE,20,185,['https://cdn01.pharmeasy.in/dam/products_otc/I08068/moov-spray-50gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Moov Spray 80gm,Moov,TRUE,20,240,['https://cdn01.pharmeasy.in/dam/products_otc/116770/moov-spray-80gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Naturals Moisturizing Cream - 100ml + Free Body Lotion 90ml,Everyuth Naturals,TRUE,20,130,['https://cdn01.pharmeasy.in/dam/products_otc/F55494/naturals-moisturizing-cream-100ml-free-body-lotion-90ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Naturolax A Tasty Orange - 100gm | Natural Relief From Constipation,NATUROLAX,TRUE,20,100,['https://cdn01.pharmeasy.in/dam/products_otc/I35699/naturolax-a-tasty-orange-100gm-natural-relief-from-constipation-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Naturolax A Tasty Orange - 300gm | Natural Relief From Constipation,NATUROLAX,TRUE,20,270,['https://cdn01.pharmeasy.in/dam/products_otc/I32481/naturolax-a-tasty-orange-300gm-natural-relief-from-constipation-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Neko Dialy Hygiene Soap - 100gm,Neko,TRUE,20,61,['https://cdn01.pharmeasy.in/dam/products_otc/I33842/neko-dialy-hygiene-soap-100gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
New Hair 4u 10% Spray Solu 60ml,Hair 4U,TRUE,20,928,['https://cdn01.pharmeasy.in/dam/products_otc/269320/new-hair-4u-10-spray-solu-60ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
New Hair 4u 2% Spray Solu 60ml,Hair 4U,TRUE,20,330,['https://d1ljlatelrv1en.cloudfront.net/Hair%204U/resized/small/e54174.jpeg']
New Hair 4u 5% Spray Solu 60ml,Hair 4U,TRUE,20,736,['https://cdn01.pharmeasy.in/dam/products_otc/I42413/hair-4u-5-spray-solution-60ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
New Itchguard Plus Cooling Menthol Tube Of 5gm Cream,ITCHGUARD PLUS,TRUE,20,14,['https://cdn01.pharmeasy.in/dam/products_otc/I47750/new-itchguard-plus-cooling-menthol-tube-of-5gm-cream-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
New Oxum Spray 100ml,OXUM,TRUE,20,242,['https://cdn01.pharmeasy.in/dam/products_otc/I39433/new-oxum-spray-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Nicogum 2mg Mint Plus Flavour Sugar Free Mini Lozenge 10's,NICOGUM,TRUE,20,90,['https://cdn01.pharmeasy.in/dam/products_otc/I16784/nicogum-2mg-mint-plus-flavour-sugar-free-mini-lozenge-10s-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Nicotex 2mg Sugar Free Cinnamon Chew Gum 9's,NICOTEX,TRUE,20,77,['https://cdn01.pharmeasy.in/dam/products_otc/281490/nicotex-2mg-sugar-free-cinnamon-chew-gum-9s-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Nicotex 2mg Sugar Free Mint Plus Gum 9's,NICOTEX,TRUE,20,77,['https://cdn01.pharmeasy.in/dam/products_otc/I15121/nicotex-2mg-sugar-free-mint-plus-gum-9s-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Nicotex 2mg Sugar Free Paan Flavour Gum 9's,NICOTEX,TRUE,20,77,['https://cdn01.pharmeasy.in/dam/products_otc/I16803/nicotex-2mg-sugar-free-paan-flavour-gum-9s-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Nicotex Sugar Free Classic Fresh Mint 2mg Chew Gum 9's,NICOTEX,TRUE,20,77,['https://cdn01.pharmeasy.in/dam/products_otc/326102/nicotex-sugar-free-classic-fresh-mint-2mg-chew-gum-9s-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Nivea Aloe Hydration Body Lotion 400 Ml,Nivea,TRUE,20,375,['https://cdn01.pharmeasy.in/dam/products_otc/I40916/nivea-aloe-hydration-body-lotion-400-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Nivea Body Milk Nourishing Lotion, 400ml Pump",Nivea,TRUE,20,375,['https://cdn01.pharmeasy.in/dam/products_otc/I40905/nivea-body-milk-nourishing-lotion-400ml-pump-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Nivea Creme Cream 200ml,Nivea,TRUE,20,280,['https://cdn01.pharmeasy.in/dam/products_otc/124355/nivea-creme-cream-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Nivea Creme Cream 60ml,Nivea,TRUE,20,99,['https://cdn01.pharmeasy.in/dam/products_otc/124365/nivea-creme-cream-60ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Nivea Soft Light Moisturiser 100ml,Nivea,TRUE,20,160,['https://cdn01.pharmeasy.in/dam/products_otc/I41687/nivea-soft-light-moisturiser-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Nivea Soft Light Moisturiser, 200ml",Nivea,TRUE,20,270,['https://cdn01.pharmeasy.in/dam/products_otc/I40923/nivea-soft-light-moisturiser-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Oculeaf Eyelid Wipes 24's Wipes,Essentium Phygen,TRUE,20,568,['https://cdn01.pharmeasy.in/dam/products_otc/I40580/oculeaf-eyelid-wipes-24s-wipes-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Oral-b Cross Action Bigger And Vorteils Pack Toothbrush Replacement Heads - Pack Of 4,Oral-B,TRUE,20,1800,['https://cdn01.pharmeasy.in/dam/products_otc/J36552/oral-b-cross-action-bigger-and-vorteils-pack-toothbrush-replacement-heads-pack-of-4-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Oral-b Crossaction Electric Toothbrush Replacement Heads - Pack Of 2,Oral-B,TRUE,20,955,['https://cdn01.pharmeasy.in/dam/products_otc/F31566/oral-b-crossaction-electric-toothbrush-replacement-heads-pack-of-2-2.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Oral-b Kids Electric Rechargeable Toothbrush Featuring Frozen Characters,Oral-B,TRUE,20,1599,['https://cdn01.pharmeasy.in/dam/products_otc/Q09623/oral-b-kids-electric-rechargeable-toothbrush-featuring-frozen-characters-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Oral-b Kids Electric Rechargeable Toothbrush Featuring Star Wars Characters,Oral-B,TRUE,20,1599,['https://cdn01.pharmeasy.in/dam/products_otc/S76072/oral-b-kids-electric-rechargeable-toothbrush-featuring-star-wars-characters-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Oral-b Ultrathin Sensitive Toothbrush - 1 Piece (black),Oral-B,TRUE,20,70,['https://cdn01.pharmeasy.in/dam/products_otc/I05205/oral-b-ultrathin-sensitive-toothbrush-1-piece-black-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Peebuddy - Disposable, Portable Female Urination Device For Women - 10 Funnels",PeeBuddy,TRUE,20,175,['https://cdn01.pharmeasy.in/dam/products_otc/I48486/peebuddy-disposable-portable-female-urination-device-for-women-10-funnels-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Peebuddy - Disposable, Portable Female Urination Device For Women - 20 Funnels",PeeBuddy,TRUE,20,375,['https://cdn01.pharmeasy.in/dam/products_otc/I48487/peebuddy-disposable-portable-female-urination-device-for-women-20-funnels-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Peebuddy - Flushable Toilet Seat Cover To Avoid Direct Contact With Unhygienic Toilet Seats - 20 Seat Covers,PeeBuddy,TRUE,20,175,['https://cdn01.pharmeasy.in/dam/products_otc/I48511/peebuddy-flushable-toilet-seat-cover-to-avoid-direct-contact-with-unhygienic-toilet-seats-20-seat-covers-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Peebuddy - Stand And Pee Reusable Portable Urination Funnel For Women ( 1 Unit),PeeBuddy,TRUE,20,275,['https://cdn01.pharmeasy.in/dam/products_otc/I48489/peebuddy-stand-and-pee-reusable-portable-urination-funnel-for-women-1-unit-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Polycrol Xpress Releif Syp 200ml,Polycrol,TRUE,20,106,['https://cdn01.pharmeasy.in/dam/products_otc/348075/polycrol-xpress-releif-syp-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Polycrol Xpress Relief Mint Sugar Free Syrup 200ml,Polycrol,TRUE,20,106,['https://cdn01.pharmeasy.in/dam/products_otc/I02813/polycrol-xpress-relief-mint-sugar-free-syrup-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Polycrol Xpress Relief Mint Sugar Free Syrup 450ml,Polycrol,TRUE,20,158.9,['https://cdn01.pharmeasy.in/dam/products_otc/200670/polycrol-xpress-relief-mint-sugar-free-syrup-450ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Polycrol Xpress Relief Paan Syrup 200ml,POLYCROL XPRESS RELIEF PAAN,TRUE,20,106,['https://cdn01.pharmeasy.in/dam/products_otc/X90403/polycrol-xpress-relief-paan-syrup-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Power Gummies Hair Vitamins With Biotin (1 Month Pack),Power Gummies,TRUE,20,1200,['https://cdn01.pharmeasy.in/dam/products_otc/O04143/power-gummies-hair-vitamins-with-biotin-1-month-pack-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Raho Safe Germ Free Multipurpose Sanitizing Surface Protectant - 100 Ml,Raho Safe,TRUE,20,349,['https://cdn01.pharmeasy.in/dam/products_otc/H74649/raho-safe-germ-free-multipurpose-sanitizing-surface-protectant-100-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sanfe Disposable Underarm Sweat Pad For Men & Women - 14 Pads,Sanfe,TRUE,20,398,['https://cdn01.pharmeasy.in/dam/products_otc/R77667/sanfe-disposable-underarm-sweat-pad-for-men-women-14-pads-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sanfe Natural Intimate Wipes - 40 Count | 40 Individually Wrapped Wipes |ph Balanced With Tea Tree Essential Oil And Alovera Extracts,Sanfe,TRUE,20,396,['https://cdn01.pharmeasy.in/dam/products_otc/S04879/sanfe-natural-intimate-wipes-40-count-40-individually-wrapped-wipes-ph-balanced-with-tea-tree-essential-oil-and-alovera-extracts-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Sanfe Period Pain Relief Roll On -10ml (pack Of 2) With Ayurvedic Extracts |improves Mood Swings , Period Cramps , Lower Abdominal Pain , Back Aches",Sanfe,TRUE,20,440,['https://cdn01.pharmeasy.in/dam/products_otc/J60951/sanfe-period-pain-relief-roll-on-10ml-pack-of-2-with-ayurvedic-extracts-improves-mood-swings-period-cramps-lower-abdominal-pain-back-aches-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Sanfe Reusable Menstrual Cup Large - 1 Unit |medical Grade Silicone | No Rashes , No Leakage , No Odor",Sanfe,TRUE,20,499,['https://cdn01.pharmeasy.in/dam/products_otc/V85840/sanfe-reusable-menstrual-cup-large-1-unit-medical-grade-silicone-no-rashes-no-leakage-no-odor-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sanfe Stand And Pee Disposable Female Urination Device For Women - 100 Funnels,Sanfe,TRUE,20,990,['https://cdn01.pharmeasy.in/dam/products_otc/J27499/sanfe-stand-and-pee-disposable-female-urination-device-for-women-100-funnels-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sanfe Stand And Pee Disposable Female Urination Device For Women - 50 Funnels,Sanfe,TRUE,20,495,['https://cdn01.pharmeasy.in/dam/products_otc/M05610/sanfe-stand-and-pee-disposable-female-urination-device-for-women-50-funnels-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Saridon Strip Of 10 Tablets,SARIDON,TRUE,20,31.87,['https://cdn01.pharmeasy.in/dam/products_otc/156565/saridon-strip-of-10-tablets-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Scalpe + Anti Dandruff Shampoo 75 Ml,SCALPE,TRUE,20,260,['https://cdn01.pharmeasy.in/dam/products_otc/270382/scalpe-anti-dandruff-shampoo-75-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Scalpe Pro Anti-dandruff Shampoo 100ml,SCALPE,TRUE,20,185,['https://cdn01.pharmeasy.in/dam/products_otc/E01851/scalpe-pro-anti-dandruff-shampoo-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Scalpe Pro Anti-dandruff Shampoo 100ml (pack Of 2),SCALPE,TRUE,20,370,['https://cdn01.pharmeasy.in/dam/products_otc/P44471/scalpe-pro-anti-dandruff-shampoo-100ml-pack-of-2-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Oral-b Ultrathin Sensitive Toothbrush - 1 Piece (black, Buy 2 Get 1 Free)",Oral-B,TRUE,20,140,['https://cdn01.pharmeasy.in/dam/products_otc/I40400/oral-b-ultrathin-sensitive-toothbrush-1-piece-black-buy-2-get-1-free-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Organic India Cuppa Gift Box 60 Tea Bags,Organic India,TRUE,20,499,['https://cdn01.pharmeasy.in/dam/products_otc/I38942/organic-india-cuppa-gift-box-60-tea-bags-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Organic Riot - Dazzle- Anti Pigmentation Serum - 50ml,Organic Riot,TRUE,20,1490,['https://cdn01.pharmeasy.in/dam/products_otc/K46106/organic-riot-dazzle-anti-pigmentation-serum-50ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Organic Riot - Smog Block - Anti Pollution Moisturizer With Natural Spf - 50gm,Organic Riot,TRUE,20,1210,['https://cdn01.pharmeasy.in/dam/products_otc/D60827/organic-riot-smog-block-anti-pollution-moisturizer-with-natural-spf-50gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Organic Riot - Zap- Anti-acne Serum - 50ml,Organic Riot,TRUE,20,1390,['https://cdn01.pharmeasy.in/dam/products_otc/N13294/organic-riot-zap-anti-acne-serum-50ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Palmolive Anti Bacterial Hand Sanitizer, Non-sticky, Alcohol Based (99.9% Germ Kill) - 500ml",Palmolive,TRUE,20,250,['https://cdn01.pharmeasy.in/dam/products_otc/O95030/palmolive-anti-bacterial-hand-sanitizer-non-sticky-alcohol-based-999-germ-kill-500ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Pee Safe Aloe Vera Panty Liners 25 Pieces,Pee Safe,TRUE,20,120,['https://cdn01.pharmeasy.in/dam/products_otc/I39896/pee-safe-aloe-vera-panty-liners-25-pieces-2.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Pee Safe Disposable Breast Pads - Pack Of 24,Pee Safe,TRUE,20,399,['https://cdn01.pharmeasy.in/dam/products_otc/I48608/pee-safe-disposable-breast-pads-pack-of-24-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Pee Safe Disposable Underarm Sweat Pads (straight) - Pack Of 14,Pee Safe,TRUE,20,199,['https://cdn01.pharmeasy.in/dam/products_otc/I48606/pee-safe-disposable-underarm-sweat-pads-straight-pack-of-14-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Pee Safe Feminine Cramp Relief Roll On With Ayurveda Extracts - 10 Ml,Pee Safe,TRUE,20,199,['https://cdn01.pharmeasy.in/dam/products_otc/I42225/pee-safe-feminine-cramp-relief-roll-on-with-ayurveda-extracts-10-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Pee Safe Natural Intimate Wash 105 Ml,Pee Safe,TRUE,20,180,['https://cdn01.pharmeasy.in/dam/products_otc/I48603/pee-safe-natural-intimate-wash-105-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Pee Safe Natural Intimate Wipes - Pack Of 10,Pee Safe,TRUE,20,65,['https://cdn01.pharmeasy.in/dam/products_otc/I48604/pee-safe-natural-intimate-wipes-pack-of-10-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Pee Safe Organic Cotton Tampon (regular),Pee Safe,TRUE,20,279,['https://cdn01.pharmeasy.in/dam/products_otc/I48610/pee-safe-organic-cotton-tampon-regular-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Pee Safe Organic Cotton Tampon (super Plus),Pee Safe,TRUE,20,349,['https://cdn01.pharmeasy.in/dam/products_otc/I48612/pee-safe-organic-cotton-tampon-super-plus-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Pee Safe Organic Cotton Tampon (super),Pee Safe,TRUE,20,320,['https://cdn01.pharmeasy.in/dam/products_otc/I48611/pee-safe-organic-cotton-tampon-super-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Pee Safe Toilet Seat Sanitizer - Travel Pack (lavender, 50 Ml)",Pee Safe,TRUE,20,120,['https://cdn01.pharmeasy.in/dam/products_otc/I39889/pee-safe-toilet-seat-sanitizer-travel-pack-lavender-50-ml-3.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Pee Safe Toilet Seat Sanitizer - Travel Pack (mint, 50 Ml)",Pee Safe,TRUE,20,120,['https://cdn01.pharmeasy.in/dam/products_otc/I39888/pee-safe-toilet-seat-sanitizer-travel-pack-mint-50-ml-3.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Pee Safe Toilet Seat Sanitizer - Washroom Pack (lavender, 300 Ml)",Pee Safe,TRUE,20,499,['https://cdn01.pharmeasy.in/dam/products_otc/I39894/pee-safe-toilet-seat-sanitizer-washroom-pack-lavender-300-ml-2.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Pee Safe Toilet Seat Sanitizer - Washroom Pack (mint, 300 Ml)",Pee Safe,TRUE,20,499,['https://cdn01.pharmeasy.in/dam/products_otc/I39892/pee-safe-toilet-seat-sanitizer-washroom-pack-mint-300-ml-2.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Pee Safe Toilet Seat Sanitizer Spray - 75 Ml (multi-fragrance - Mint, Lavender, Floral; Pack Of 3)",Pee Safe,TRUE,20,499,['https://cdn01.pharmeasy.in/dam/products_otc/I48609/pee-safe-toilet-seat-sanitizer-spray-75-ml-multi-fragrance-mint-lavender-floral-pack-of-3-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Scalpe Pro Anti-dandruff Shampoo 210ml,SCALPE,TRUE,20,330,['https://cdn01.pharmeasy.in/dam/products_otc/P77620/scalpe-pro-anti-dandruff-shampoo-210ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Scalpe Pro Anti-dandruff Shampoo 210ml (pack Of 2),SCALPE,TRUE,20,660,['https://cdn01.pharmeasy.in/dam/products_otc/U67934/scalpe-pro-anti-dandruff-shampoo-210ml-pack-of-2-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Anti Age Q10 Prot Cream 50ml,Sebamed,TRUE,20,1423,['https://cdn01.pharmeasy.in/dam/products_otc/196220/sebamed-anti-age-q10-prot-cream-50ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Anti Dry Revitalizing Shampoo 200ml,Sebamed,TRUE,20,933,['https://cdn01.pharmeasy.in/dam/products_otc/221712/sebamed-anti-dry-revitalizing-shampoo-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Sebamed Anti Hairloss Shampoo 200ml,Sebamed,TRUE,20,1403,['https://cdn01.pharmeasy.in/dam/products_otc/I01272/sebamed-anti-hairloss-shampoo-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
